rec,presence,site,year,month,day,hour,minute,species,songtype
20200404_180000.flac,1,Yat1,2020,4,4,18,0,sp40,Nocturnal Song
20200404_183000.flac,1,Yat1,2020,4,4,18,30,sp40,Nocturnal Song
20200404_190000.flac,1,Yat1,2020,4,4,19,0,sp40,Nocturnal Song
20200405_180000.flac,1,Yat1,2020,4,5,18,0,sp40,Nocturnal Song
20200405_183000.flac,1,Yat1,2020,4,5,18,30,sp40,Nocturnal Song
20200407_180000.flac,1,Yat1,2020,4,7,18,0,sp40,Nocturnal Song
20200407_183000.flac,1,Yat1,2020,4,7,18,30,sp40,Nocturnal Song
20200409_180000.flac,1,Yat1,2020,4,9,18,0,sp40,Nocturnal Song
20200409_183000.flac,1,Yat1,2020,4,9,18,30,sp40,Nocturnal Song
20200410_180000.flac,1,Yat1,2020,4,10,18,0,sp40,Nocturnal Song
20200413_180000.flac,1,Yat1,2020,4,13,18,0,sp40,Nocturnal Song
20200413_183000.flac,1,Yat1,2020,4,13,18,30,sp40,Nocturnal Song
20200413_190000.flac,1,Yat1,2020,4,13,19,0,sp40,Nocturnal Song
20200414_180000.flac,1,Yat1,2020,4,14,18,0,sp40,Nocturnal Song
20200414_190000.flac,1,Yat1,2020,4,14,19,0,sp40,Nocturnal Song
20200415_183000.flac,1,Yat1,2020,4,15,18,30,sp40,Nocturnal Song
20200416_180000.flac,1,Yat1,2020,4,16,18,0,sp40,Nocturnal Song
20200416_183000.flac,1,Yat1,2020,4,16,18,30,sp40,Nocturnal Song
20200416_190000.flac,1,Yat1,2020,4,16,19,0,sp40,Nocturnal Song
20200417_183000.flac,1,Yat1,2020,4,17,18,30,sp40,Nocturnal Song
20200418_180000.flac,1,Yat1,2020,4,18,18,0,sp40,Nocturnal Song
20200420_173000.flac,1,Yat1,2020,4,20,17,30,sp40,Nocturnal Song
20200420_180000.flac,1,Yat1,2020,4,20,18,0,sp40,Nocturnal Song
20200420_183000.flac,1,Yat1,2020,4,20,18,30,sp40,Nocturnal Song
20200423_180000.flac,1,Yat1,2020,4,23,18,0,sp40,Nocturnal Song
20200423_183000.flac,1,Yat1,2020,4,23,18,30,sp40,Nocturnal Song
20200424_180000.flac,1,Yat1,2020,4,24,18,0,sp40,Nocturnal Song
20200424_183000.flac,1,Yat1,2020,4,24,18,30,sp40,Nocturnal Song
20200424_190000.flac,1,Yat1,2020,4,24,19,0,sp40,Nocturnal Song
20200425_183000.flac,1,Yat1,2020,4,25,18,30,sp40,Nocturnal Song
20200426_173000.flac,1,Yat1,2020,4,26,17,30,sp40,Nocturnal Song
20200426_180000.flac,1,Yat1,2020,4,26,18,0,sp40,Nocturnal Song
20200426_183000.flac,1,Yat1,2020,4,26,18,30,sp40,Nocturnal Song
20200426_190000.flac,1,Yat1,2020,4,26,19,0,sp40,Nocturnal Song
20200427_180000.flac,1,Yat1,2020,4,27,18,0,sp40,Nocturnal Song
20200428_180000.flac,1,Yat1,2020,4,28,18,0,sp40,Nocturnal Song
20200428_183000.flac,1,Yat1,2020,4,28,18,30,sp40,Nocturnal Song
20200428_190000.flac,1,Yat1,2020,4,28,19,0,sp40,Nocturnal Song
20200428_193000.flac,1,Yat1,2020,4,28,19,30,sp40,Nocturnal Song
20200614_180000.flac,1,Yat1,2020,6,14,18,0,sp40,Nocturnal Song
20200614_183000.flac,1,Yat1,2020,6,14,18,30,sp40,Nocturnal Song
20200614_190000.flac,1,Yat1,2020,6,14,19,0,sp40,Nocturnal Song
20200615_180000.flac,1,Yat1,2020,6,15,18,0,sp40,Nocturnal Song
20200615_183000.flac,1,Yat1,2020,6,15,18,30,sp40,Nocturnal Song
20200619_173000.flac,1,Yat1,2020,6,19,17,30,sp40,Nocturnal Song
20200619_180000.flac,1,Yat1,2020,6,19,18,0,sp40,Nocturnal Song
20200619_183000.flac,1,Yat1,2020,6,19,18,30,sp40,Nocturnal Song
20200621_180000.flac,1,Yat1,2020,6,21,18,0,sp40,Nocturnal Song
20200621_183000.flac,1,Yat1,2020,6,21,18,30,sp40,Nocturnal Song
20200622_183000.flac,1,Yat1,2020,6,22,18,30,sp40,Nocturnal Song
20200627_190000.flac,1,Yat1,2020,6,27,19,0,sp40,Nocturnal Song
20200627_193000.flac,1,Yat1,2020,6,27,19,30,sp40,Nocturnal Song
20200629_180000.flac,1,Yat1,2020,6,29,18,0,sp40,Nocturnal Song
20200629_183000.flac,1,Yat1,2020,6,29,18,30,sp40,Nocturnal Song
20200629_190000.flac,1,Yat1,2020,6,29,19,0,sp40,Nocturnal Song
20200630_183000.flac,1,Yat1,2020,6,30,18,30,sp40,Nocturnal Song
20200702_183000.flac,1,Yat1,2020,7,2,18,30,sp40,Nocturnal Song
20200703_180000.flac,1,Yat1,2020,7,3,18,0,sp40,Nocturnal Song
20200703_183000.flac,1,Yat1,2020,7,3,18,30,sp40,Nocturnal Song
20200703_190000.flac,1,Yat1,2020,7,3,19,0,sp40,Nocturnal Song
20200623_180000.flac,1,Yat1,2020,6,23,18,0,sp40,Nocturnal Song
20200624_180000.flac,1,Yat1,2020,6,24,18,0,sp40,Nocturnal Song
20200624_183000.flac,1,Yat1,2020,6,24,18,30,sp40,Nocturnal Song
20200625_183000.flac,1,Yat1,2020,6,25,18,30,sp40,Nocturnal Song
20200626_183000.flac,1,Yat1,2020,6,26,18,30,sp40,Nocturnal Song
20200626_190000.flac,1,Yat1,2020,6,26,19,0,sp40,Nocturnal Song
20200705_180000.flac,1,Yat1,2020,7,5,18,0,sp40,Nocturnal Song
20200705_183000.flac,1,Yat1,2020,7,5,18,30,sp40,Nocturnal Song
20200707_183000.flac,1,Yat1,2020,7,7,18,30,sp40,Nocturnal Song
20200708_170000.flac,1,Yat1,2020,7,8,17,0,sp40,Nocturnal Song
20200708_173000.flac,1,Yat1,2020,7,8,17,30,sp40,Nocturnal Song
20200708_180000.flac,1,Yat1,2020,7,8,18,0,sp40,Nocturnal Song
20200708_183000.flac,1,Yat1,2020,7,8,18,30,sp40,Nocturnal Song
20200717_183000.flac,1,Yat1,2020,7,17,18,30,sp40,Nocturnal Song
20200717_193000.flac,1,Yat1,2020,7,17,19,30,sp40,Nocturnal Song
20200717_200000.flac,1,Yat1,2020,7,17,20,0,sp40,Nocturnal Song
20200719_183000.flac,1,Yat1,2020,7,19,18,30,sp40,Nocturnal Song
20200720_183000.flac,1,Yat1,2020,7,20,18,30,sp40,Nocturnal Song
20200720_190000.flac,1,Yat1,2020,7,20,19,0,sp40,Nocturnal Song
20200724_180000.flac,1,Yat1,2020,7,24,18,0,sp40,Nocturnal Song
20200726_173000.flac,1,Yat1,2020,7,26,17,30,sp40,Nocturnal Song
20200726_180000.flac,1,Yat1,2020,7,26,18,0,sp40,Nocturnal Song
20200728_183000.flac,1,Yat1,2020,7,28,18,30,sp40,Nocturnal Song
20200729_180000.flac,1,Yat1,2020,7,29,18,0,sp40,Nocturnal Song
20200730_183000.flac,1,Yat1,2020,7,30,18,30,sp40,Nocturnal Song
20200802_183000.flac,1,Yat1,2020,8,2,18,30,sp40,Nocturnal Song
20200804_183000.flac,1,Yat1,2020,8,4,18,30,sp40,Nocturnal Song
20200805_183000.flac,1,Yat1,2020,8,5,18,30,sp40,Nocturnal Song
20200806_183000.flac,1,Yat1,2020,8,6,18,30,sp40,Nocturnal Song
20200807_180000.flac,1,Yat1,2020,8,7,18,0,sp40,Nocturnal Song
20200807_183000.flac,1,Yat1,2020,8,7,18,30,sp40,Nocturnal Song
20200808_183000.flac,1,Yat1,2020,8,8,18,30,sp40,Nocturnal Song
20200808_190000.flac,1,Yat1,2020,8,8,19,0,sp40,Nocturnal Song
20200809_183000.flac,1,Yat1,2020,8,9,18,30,sp40,Nocturnal Song
20200810_180000.flac,1,Yat1,2020,8,10,18,0,sp40,Nocturnal Song
20200810_183000.flac,1,Yat1,2020,8,10,18,30,sp40,Nocturnal Song
20200810_190000.flac,1,Yat1,2020,8,10,19,0,sp40,Nocturnal Song
20200816_183000.flac,1,Yat1,2020,8,16,18,30,sp40,Nocturnal Song
20200818_180000.flac,1,Yat1,2020,8,18,18,0,sp40,Nocturnal Song
20200818_183000.flac,1,Yat1,2020,8,18,18,30,sp40,Nocturnal Song
20200713_180000.flac,1,Yat1,2020,7,13,18,0,sp40,Nocturnal Song
20200713_183000.flac,1,Yat1,2020,7,13,18,30,sp40,Nocturnal Song
20200714_180000.flac,1,Yat1,2020,7,14,18,0,sp40,Nocturnal Song
20200714_183000.flac,1,Yat1,2020,7,14,18,30,sp40,Nocturnal Song
20200714_190000.flac,1,Yat1,2020,7,14,19,0,sp40,Nocturnal Song
20200714_193000.flac,1,Yat1,2020,7,14,19,30,sp40,Nocturnal Song
20200716_180000.flac,1,Yat1,2020,7,16,18,0,sp40,Nocturnal Song
20200716_183000.flac,1,Yat1,2020,7,16,18,30,sp40,Nocturnal Song
20200716_190000.flac,1,Yat1,2020,7,16,19,0,sp40,Nocturnal Song
20200429_180000.flac,1,Yat1,2020,4,29,18,0,sp40,Nocturnal Song
20200429_183000.flac,1,Yat1,2020,4,29,18,30,sp40,Nocturnal Song
20201005_180000.flac,1,Yat1,2020,10,5,18,0,sp40,Nocturnal Song
20201005_183000.flac,1,Yat1,2020,10,5,18,30,sp40,Nocturnal Song
20201007_173000.flac,1,Yat1,2020,10,7,17,30,sp40,Nocturnal Song
20201007_180000.flac,1,Yat1,2020,10,7,18,0,sp40,Nocturnal Song
20201007_183000.flac,1,Yat1,2020,10,7,18,30,sp40,Nocturnal Song
20201009_180000.flac,1,Yat1,2020,10,9,18,0,sp40,Nocturnal Song
20201009_183000.flac,1,Yat1,2020,10,9,18,30,sp40,Nocturnal Song
20201010_173000.flac,1,Yat1,2020,10,10,17,30,sp40,Nocturnal Song
20201010_180000.flac,1,Yat1,2020,10,10,18,0,sp40,Nocturnal Song
20201011_173000.flac,1,Yat1,2020,10,11,17,30,sp40,Nocturnal Song
20201011_183000.flac,1,Yat1,2020,10,11,18,30,sp40,Nocturnal Song
20201011_190000.flac,1,Yat1,2020,10,11,19,0,sp40,Nocturnal Song
20201011_193000.flac,1,Yat1,2020,10,11,19,30,sp40,Nocturnal Song
20201013_180000.flac,1,Yat1,2020,10,13,18,0,sp40,Nocturnal Song
20201013_183000.flac,1,Yat1,2020,10,13,18,30,sp40,Nocturnal Song
20201016_200000.flac,1,Yat1,2020,10,16,20,0,sp40,Nocturnal Song
20201015_173000.flac,1,Yat1,2020,10,15,17,30,sp40,Nocturnal Song
20201016_180000.flac,1,Yat1,2020,10,16,18,0,sp40,Nocturnal Song
20201016_183000.flac,1,Yat1,2020,10,16,18,30,sp40,Nocturnal Song
20201016_190000.flac,1,Yat1,2020,10,16,19,0,sp40,Nocturnal Song
20201016_193000.flac,1,Yat1,2020,10,16,19,30,sp40,Nocturnal Song
20200430_180000.flac,1,Yat1,2020,4,30,18,0,sp40,Nocturnal Song
