id,recording,site,year,month,day,hour,min,species,songtype,validated
84966059,20200317_013000.flac,Yat1,2020,3,17,1,30,sp46,Common Song,present
84966071,20200806_200000.flac,Yat1,2020,8,6,20,0,sp46,Common Song,present
84966081,20200616_020000.flac,Yat1,2020,6,16,2,0,sp46,Common Song,present
84966083,20200622_023000.flac,Yat1,2020,6,22,2,30,sp46,Common Song,present
84966086,20200718_200000.flac,Yat1,2020,7,18,20,0,sp46,Common Song,present
84966110,20200616_023000.flac,Yat1,2020,6,16,2,30,sp46,Common Song,present
84966111,20200622_030000.flac,Yat1,2020,6,22,3,0,sp46,Common Song,present
84966113,20200411_050000.flac,Yat1,2020,4,11,5,0,sp46,Common Song,not present
84966118,20201017_010000.flac,Yat1,2020,10,17,1,0,sp46,Common Song,present
84966129,20201008_030000.flac,Yat1,2020,10,8,3,0,sp46,Common Song,present
84966138,20200616_030000.flac,Yat1,2020,6,16,3,0,sp46,Common Song,present
84966142,20200622_033000.flac,Yat1,2020,6,22,3,30,sp46,Common Song,present
84966167,20200616_033000.flac,Yat1,2020,6,16,3,30,sp46,Common Song,present
84966168,20200411_060000.flac,Yat1,2020,4,11,6,0,sp46,Common Song,not present
84966182,20201017_020000.flac,Yat1,2020,10,17,2,0,sp46,Common Song,present
84966188,20200417_073000.flac,Yat1,2020,4,17,7,30,sp46,Common Song,not present
84966203,20200404_193000.flac,Yat1,2020,4,4,19,30,sp46,Common Song,present
84966209,20200718_220000.flac,Yat1,2020,7,18,22,0,sp46,Common Song,present
84966215,20200725_080000.flac,Yat1,2020,7,25,8,0,sp46,Common Song,not present
84966217,20200828_183000.flac,Yat1,2020,8,28,18,30,sp46,Common Song,present
84966231,20200423_133000.flac,Yat1,2020,4,23,13,30,sp46,Common Song,not present
84966233,20200411_070000.flac,Yat1,2020,4,11,7,0,sp46,Common Song,not present
84966240,20200404_200000.flac,Yat1,2020,4,4,20,0,sp46,Common Song,present
84966262,20200411_073000.flac,Yat1,2020,4,11,7,30,sp46,Common Song,not present
84966270,20200819_063000.flac,Yat1,2020,8,19,6,30,sp46,Common Song,not present
84966273,20200304_003000.flac,Yat1,2020,3,4,0,30,sp46,Common Song,present
84966278,20200718_230000.flac,Yat1,2020,7,18,23,0,sp46,Common Song,present
84966283,20200616_053000.flac,Yat1,2020,6,16,5,30,sp46,Common Song,not present
84966295,20201008_060000.flac,Yat1,2020,10,8,6,0,sp46,Common Song,not present
84966298,20200717_140000.flac,Yat1,2020,7,17,14,0,sp46,Common Song,not present
84966312,20200828_200000.flac,Yat1,2020,8,28,20,0,sp46,Common Song,present
84966319,20200317_060000.flac,Yat1,2020,3,17,6,0,sp46,Common Song,not present
84966329,20200304_013000.flac,Yat1,2020,3,4,1,30,sp46,Common Song,present
84966332,20201008_063000.flac,Yat1,2020,10,8,6,30,sp46,Common Song,not present
84966335,20200719_000000.flac,Yat1,2020,7,19,0,0,sp46,Common Song,not present
84966345,20200616_063000.flac,Yat1,2020,6,16,6,30,sp46,Common Song,not present
84966360,20200717_150000.flac,Yat1,2020,7,17,15,0,sp46,Common Song,not present
84966362,20201008_070000.flac,Yat1,2020,10,8,7,0,sp46,Common Song,not present
84966365,20200304_020000.flac,Yat1,2020,3,4,2,0,sp46,Common Song,present
84966373,20200323_203000.flac,Yat1,2020,3,23,20,30,sp46,Common Song,present
84966376,20200616_070000.flac,Yat1,2020,6,16,7,0,sp46,Common Song,not present
84966379,20200731_183000.flac,Yat1,2020,7,31,18,30,sp46,Common Song,present
84966389,20200317_070000.flac,Yat1,2020,3,17,7,0,sp46,Common Song,not present
84966401,20200411_100000.flac,Yat1,2020,4,11,10,0,sp46,Common Song,not present
84966405,20201017_060000.flac,Yat1,2020,10,17,6,0,sp46,Common Song,not present
84966407,20200323_210000.flac,Yat1,2020,3,23,21,0,sp46,Common Song,present
84966410,20200731_190000.flac,Yat1,2020,7,31,19,0,sp46,Common Song,present
84966440,20200329_193000.flac,Yat1,2020,3,29,19,30,sp46,Common Song,present
84966445,20200731_193000.flac,Yat1,2020,7,31,19,30,sp46,Common Song,present
84966449,20200622_083000.flac,Yat1,2020,6,22,8,30,sp46,Common Song,not present
84966450,20200819_093000.flac,Yat1,2020,8,19,9,30,sp46,Common Song,not present
84966471,20200616_083000.flac,Yat1,2020,6,16,8,30,sp46,Common Song,not present
84966477,20200329_200000.flac,Yat1,2020,3,29,20,0,sp46,Common Song,present
84966486,20200622_090000.flac,Yat1,2020,6,22,9,0,sp46,Common Song,not present
84966490,20200323_223000.flac,Yat1,2020,3,23,22,30,sp46,Common Song,present
84966509,20200329_203000.flac,Yat1,2020,3,29,20,30,sp46,Common Song,present
84966529,20200423_190000.flac,Yat1,2020,4,23,19,0,sp46,Common Song,present
84966530,20200711_200000.flac,Yat1,2020,7,11,20,0,sp46,Common Song,present
84966533,20200317_093000.flac,Yat1,2020,3,17,9,30,sp46,Common Song,not present
84966534,20200411_123000.flac,Yat1,2020,4,11,12,30,sp46,Common Song,not present
84966544,20200622_100000.flac,Yat1,2020,6,22,10,0,sp46,Common Song,not present
84966545,20200329_210000.flac,Yat1,2020,3,29,21,0,sp46,Common Song,present
84966553,20200304_063000.flac,Yat1,2020,3,4,6,30,sp46,Common Song,not present
84966565,20200423_200000.flac,Yat1,2020,4,23,20,0,sp46,Common Song,present
84966574,20200329_213000.flac,Yat1,2020,3,29,21,30,sp46,Common Song,present
84966582,20200304_070000.flac,Yat1,2020,3,4,7,0,sp46,Common Song,not present
84966591,20200616_103000.flac,Yat1,2020,6,16,10,30,sp46,Common Song,not present
84966595,20200423_203000.flac,Yat1,2020,4,23,20,30,sp46,Common Song,present
84966612,20200324_003000.flac,Yat1,2020,3,24,0,30,sp46,Common Song,present
84966614,20200304_080000.flac,Yat1,2020,3,4,8,0,sp46,Common Song,not present
84966626,20200423_210000.flac,Yat1,2020,4,23,21,0,sp46,Common Song,present
84966636,20200405_030000.flac,Yat1,2020,4,5,3,0,sp46,Common Song,present
84966637,20200317_110000.flac,Yat1,2020,3,17,11,0,sp46,Common Song,not present
84966641,20200731_230000.flac,Yat1,2020,7,31,23,0,sp46,Common Song,present
84966644,20200329_223000.flac,Yat1,2020,3,29,22,30,sp46,Common Song,present
84966651,20200711_220000.flac,Yat1,2020,7,11,22,0,sp46,Common Song,present
84966662,20200423_213000.flac,Yat1,2020,4,23,21,30,sp46,Common Song,present
84966665,20200622_120000.flac,Yat1,2020,6,22,12,0,sp46,Common Song,not present
84966670,20200405_033000.flac,Yat1,2020,4,5,3,30,sp46,Common Song,present
84966671,20200329_230000.flac,Yat1,2020,3,29,23,0,sp46,Common Song,present
84966691,20200423_220000.flac,Yat1,2020,4,23,22,0,sp46,Common Song,present
84966692,20200807_070000.flac,Yat1,2020,8,7,7,0,sp46,Common Song,not present
84966702,20200329_233000.flac,Yat1,2020,3,29,23,30,sp46,Common Song,present
84966718,20200705_073000.flac,Yat1,2020,7,5,7,30,sp46,Common Song,not present
84966724,20200330_000000.flac,Yat1,2020,3,30,0,0,sp46,Common Song,present
84966750,20200719_073000.flac,Yat1,2020,7,19,7,30,sp46,Common Song,not present
84966751,20200423_230000.flac,Yat1,2020,4,23,23,0,sp46,Common Song,present
84966753,20200330_003000.flac,Yat1,2020,3,30,0,30,sp46,Common Song,present
84966756,20200813_073000.flac,Yat1,2020,8,13,7,30,sp46,Common Song,not present
84966776,20201013_220000.flac,Yat1,2020,10,13,22,0,sp46,Common Song,present
84966780,20200330_010000.flac,Yat1,2020,3,30,1,0,sp46,Common Song,present
84966792,20200705_090000.flac,Yat1,2020,7,5,9,0,sp46,Common Song,not present
84966799,20201013_223000.flac,Yat1,2020,10,13,22,30,sp46,Common Song,present
84966806,20200330_013000.flac,Yat1,2020,3,30,1,30,sp46,Common Song,present
84966808,20200324_043000.flac,Yat1,2020,3,24,4,30,sp46,Common Song,not present
84966811,20200405_060000.flac,Yat1,2020,4,5,6,0,sp46,Common Song,not present
84966825,20201013_233000.flac,Yat1,2020,10,13,23,30,sp46,Common Song,present
84966829,20200423_193000.flac,Yat1,2020,4,23,19,30,sp46,Common Song,present
84966831,20200330_020000.flac,Yat1,2020,3,30,2,0,sp46,Common Song,present
84966847,20201014_000000.flac,Yat1,2020,10,14,0,0,sp46,Common Song,present
84966852,20200330_023000.flac,Yat1,2020,3,30,2,30,sp46,Common Song,present
84966862,20200324_060000.flac,Yat1,2020,3,24,6,0,sp46,Common Song,not present
84966864,20200719_100000.flac,Yat1,2020,7,19,10,0,sp46,Common Song,not present
84966865,20200417_200000.flac,Yat1,2020,4,17,20,0,sp46,Common Song,present
84966867,20200828_070000.flac,Yat1,2020,8,28,7,0,sp46,Common Song,not present
84966874,20200424_003000.flac,Yat1,2020,4,24,0,30,sp46,Common Song,present
84966876,20200330_030000.flac,Yat1,2020,3,30,3,0,sp46,Common Song,present
84966888,20200417_203000.flac,Yat1,2020,4,17,20,30,sp46,Common Song,present
84966894,20200424_010000.flac,Yat1,2020,4,24,1,0,sp46,Common Song,present
84966900,20200330_033000.flac,Yat1,2020,3,30,3,30,sp46,Common Song,present
84966905,20200411_200000.flac,Yat1,2020,4,11,20,0,sp46,Common Song,present
84966909,20200417_210000.flac,Yat1,2020,4,17,21,0,sp46,Common Song,present
84966925,20200330_040000.flac,Yat1,2020,3,30,4,0,sp46,Common Song,present
84966927,20200417_213000.flac,Yat1,2020,4,17,21,30,sp46,Common Song,present
84966929,20200424_020000.flac,Yat1,2020,4,24,2,0,sp46,Common Song,present
84966944,20200801_060000.flac,Yat1,2020,8,1,6,0,sp46,Common Song,not present
84966947,20200417_220000.flac,Yat1,2020,4,17,22,0,sp46,Common Song,present
84966964,20200616_190000.flac,Yat1,2020,6,16,19,0,sp46,Common Song,present
84966965,20200424_030000.flac,Yat1,2020,4,24,3,0,sp46,Common Song,present
84966972,20200317_190000.flac,Yat1,2020,3,17,19,0,sp46,Common Song,present
84966978,20200417_230000.flac,Yat1,2020,4,17,23,0,sp46,Common Song,present
84966981,20200616_193000.flac,Yat1,2020,6,16,19,30,sp46,Common Song,present
84966994,20200417_233000.flac,Yat1,2020,4,17,23,30,sp46,Common Song,present
84966998,20201008_203000.flac,Yat1,2020,10,8,20,30,sp46,Common Song,present
84966999,20200304_183000.flac,Yat1,2020,3,4,18,30,sp46,Common Song,present
84967005,20200622_200000.flac,Yat1,2020,6,22,20,0,sp46,Common Song,present
84967007,20200702_080000.flac,Yat1,2020,7,2,8,0,sp46,Common Song,not present
84967009,20200801_080000.flac,Yat1,2020,8,1,8,0,sp46,Common Song,not present
84967012,20200616_203000.flac,Yat1,2020,6,16,20,30,sp46,Common Song,present
84967014,20200418_000000.flac,Yat1,2020,4,18,0,0,sp46,Common Song,present
84967021,20200317_203000.flac,Yat1,2020,3,17,20,30,sp46,Common Song,present
84967022,20200324_110000.flac,Yat1,2020,3,24,11,0,sp46,Common Song,not present
84967024,20200412_000000.flac,Yat1,2020,4,12,0,0,sp46,Common Song,present
84967027,20200622_203000.flac,Yat1,2020,6,22,20,30,sp46,Common Song,present
84967031,20200418_003000.flac,Yat1,2020,4,18,0,30,sp46,Common Song,present
84967034,20200304_193000.flac,Yat1,2020,3,4,19,30,sp46,Common Song,present
84967038,20200317_210000.flac,Yat1,2020,3,17,21,0,sp46,Common Song,present
84967041,20201014_060000.flac,Yat1,2020,10,14,6,0,sp46,Common Song,not present
84967050,20200828_003000.flac,Yat1,2020,8,28,0,30,sp46,Common Song,present
84967053,20200330_080000.flac,Yat1,2020,3,30,8,0,sp46,Common Song,not present
84967058,20200622_213000.flac,Yat1,2020,6,22,21,30,sp46,Common Song,present
84967064,20200304_203000.flac,Yat1,2020,3,4,20,30,sp46,Common Song,present
84967065,20200424_060000.flac,Yat1,2020,4,24,6,0,sp46,Common Song,not present
84967068,20200317_220000.flac,Yat1,2020,3,17,22,0,sp46,Common Song,present
84967074,20201014_070000.flac,Yat1,2020,10,14,7,0,sp46,Common Song,not present
84967075,20200622_220000.flac,Yat1,2020,6,22,22,0,sp46,Common Song,present
84967080,20200616_223000.flac,Yat1,2020,6,16,22,30,sp46,Common Song,present
84967081,20200304_210000.flac,Yat1,2020,3,4,21,0,sp46,Common Song,present
84967082,20200330_093000.flac,Yat1,2020,3,30,9,30,sp46,Common Song,not present
84967084,20200424_063000.flac,Yat1,2020,4,24,6,30,sp46,Common Song,not present
84967089,20200317_223000.flac,Yat1,2020,3,17,22,30,sp46,Common Song,present
84967095,20200304_213000.flac,Yat1,2020,3,4,21,30,sp46,Common Song,present
84967105,20200828_023000.flac,Yat1,2020,8,28,2,30,sp46,Common Song,present
84967106,20200622_230000.flac,Yat1,2020,6,22,23,0,sp46,Common Song,present
84967110,20200712_110000.flac,Yat1,2020,7,12,11,0,sp46,Common Song,not present
84967111,20200304_220000.flac,Yat1,2020,3,4,22,0,sp46,Common Song,present
84967118,20200317_233000.flac,Yat1,2020,3,17,23,30,sp46,Common Song,not present
84967119,20200827_203000.flac,Yat1,2020,8,27,20,30,sp46,Common Song,present
84967120,20201014_083000.flac,Yat1,2020,10,14,8,30,sp46,Common Song,not present
84967124,20200304_223000.flac,Yat1,2020,3,4,22,30,sp46,Common Song,present
84967125,20200622_233000.flac,Yat1,2020,6,22,23,30,sp46,Common Song,present
84967129,20200705_193000.flac,Yat1,2020,7,5,19,30,sp46,Common Song,present
84967133,20200318_000000.flac,Yat1,2020,3,18,0,0,sp46,Common Song,present
84967134,20200827_210000.flac,Yat1,2020,8,27,21,0,sp46,Common Song,present
84967136,20200330_110000.flac,Yat1,2020,3,30,11,0,sp46,Common Song,not present
84967142,20200304_230000.flac,Yat1,2020,3,4,23,0,sp46,Common Song,present
84967143,20200705_200000.flac,Yat1,2020,7,5,20,0,sp46,Common Song,present
84967147,20201009_013000.flac,Yat1,2020,10,9,1,30,sp46,Common Song,present
84967149,20200719_190000.flac,Yat1,2020,7,19,19,0,sp46,Common Song,present
84967153,20200705_203000.flac,Yat1,2020,7,5,20,30,sp46,Common Song,present
84967154,20200304_233000.flac,Yat1,2020,3,4,23,30,sp46,Common Song,present
84967157,20200318_010000.flac,Yat1,2020,3,18,1,0,sp46,Common Song,present
84967163,20200705_210000.flac,Yat1,2020,7,5,21,0,sp46,Common Song,present
84967164,20200418_053000.flac,Yat1,2020,4,18,5,30,sp46,Common Song,not present
84967166,20200318_013000.flac,Yat1,2020,3,18,1,30,sp46,Common Song,present
84967167,20200827_223000.flac,Yat1,2020,8,27,22,30,sp46,Common Song,present
84967170,20200305_003000.flac,Yat1,2020,3,5,0,30,sp46,Common Song,present
84967173,20200418_060000.flac,Yat1,2020,4,18,6,0,sp46,Common Song,not present
84967174,20200705_213000.flac,Yat1,2020,7,5,21,30,sp46,Common Song,present
84967179,20200807_213000.flac,Yat1,2020,8,7,21,30,sp46,Common Song,present
84967180,20200705_220000.flac,Yat1,2020,7,5,22,0,sp46,Common Song,present
84967181,20200318_023000.flac,Yat1,2020,3,18,2,30,sp46,Common Song,not present
84967184,20200719_210000.flac,Yat1,2020,7,19,21,0,sp46,Common Song,present
84967185,20200705_223000.flac,Yat1,2020,7,5,22,30,sp46,Common Song,present
84967187,20200318_030000.flac,Yat1,2020,3,18,3,0,sp46,Common Song,not present
84967189,20200726_073000.flac,Yat1,2020,7,26,7,30,sp46,Common Song,not present
84967190,20200827_183000.flac,Yat1,2020,8,27,18,30,sp46,Common Song,present
84967191,20200424_113000.flac,Yat1,2020,4,24,11,30,sp46,Common Song,not present
84967193,20200405_190000.flac,Yat1,2020,4,5,19,0,sp46,Common Song,present
84967194,20200719_220000.flac,Yat1,2020,7,19,22,0,sp46,Common Song,present
84967195,20200705_233000.flac,Yat1,2020,7,5,23,30,sp46,Common Song,present
84967196,20200726_080000.flac,Yat1,2020,7,26,8,0,sp46,Common Song,not present
84967197,20200424_120000.flac,Yat1,2020,4,24,12,0,sp46,Common Song,not present
84967198,20200719_223000.flac,Yat1,2020,7,19,22,30,sp46,Common Song,present
84967200,20200726_083000.flac,Yat1,2020,7,26,8,30,sp46,Common Song,not present
84967201,20200405_200000.flac,Yat1,2020,4,5,20,0,sp46,Common Song,present
84967203,20200719_230000.flac,Yat1,2020,7,19,23,0,sp46,Common Song,present
84967205,20200719_233000.flac,Yat1,2020,7,19,23,30,sp46,Common Song,present
84967206,20200726_093000.flac,Yat1,2020,7,26,9,30,sp46,Common Song,not present
84967208,20200405_210000.flac,Yat1,2020,4,5,21,0,sp46,Common Song,present
84967209,20200324_203000.flac,Yat1,2020,3,24,20,30,sp46,Common Song,present
84967210,20200720_000000.flac,Yat1,2020,7,20,0,0,sp46,Common Song,present
84967211,20200318_060000.flac,Yat1,2020,3,18,6,0,sp46,Common Song,not present
84967212,20201009_070000.flac,Yat1,2020,10,9,7,0,sp46,Common Song,not present
84967214,20200814_003000.flac,Yat1,2020,8,14,0,30,sp46,Common Song,present
84967215,20200801_190000.flac,Yat1,2020,8,1,19,0,sp46,Common Song,present
84967217,20200726_103000.flac,Yat1,2020,7,26,10,30,sp46,Common Song,not present
84967218,20200720_003000.flac,Yat1,2020,7,20,0,30,sp46,Common Song,present
84967219,20200702_190000.flac,Yat1,2020,7,2,19,0,sp46,Common Song,present
84967220,20200324_213000.flac,Yat1,2020,3,24,21,30,sp46,Common Song,present
84967221,20200405_220000.flac,Yat1,2020,4,5,22,0,sp46,Common Song,present
84967222,20200623_063000.flac,Yat1,2020,6,23,6,30,sp46,Common Song,not present
84967223,20200712_190000.flac,Yat1,2020,7,12,19,0,sp46,Common Song,present
84967224,20200720_010000.flac,Yat1,2020,7,20,1,0,sp46,Common Song,present
84967226,20200702_193000.flac,Yat1,2020,7,2,19,30,sp46,Common Song,present
84967227,20200623_070000.flac,Yat1,2020,6,23,7,0,sp46,Common Song,not present
84967229,20200720_013000.flac,Yat1,2020,7,20,1,30,sp46,Common Song,present
84967230,20200702_200000.flac,Yat1,2020,7,2,20,0,sp46,Common Song,present
84967231,20200405_230000.flac,Yat1,2020,4,5,23,0,sp46,Common Song,present
84967232,20200712_200000.flac,Yat1,2020,7,12,20,0,sp46,Common Song,present
84967233,20200801_203000.flac,Yat1,2020,8,1,20,30,sp46,Common Song,present
84967234,20200623_073000.flac,Yat1,2020,6,23,7,30,sp46,Common Song,not present
84967235,20201009_090000.flac,Yat1,2020,10,9,9,0,sp46,Common Song,not present
84967237,20200720_020000.flac,Yat1,2020,7,20,2,0,sp46,Common Song,present
84967238,20200424_160000.flac,Yat1,2020,4,24,16,0,sp46,Common Song,not present
84967240,20200405_233000.flac,Yat1,2020,4,5,23,30,sp46,Common Song,present
84967241,20200801_210000.flac,Yat1,2020,8,1,21,0,sp46,Common Song,present
84967242,20200412_123000.flac,Yat1,2020,4,12,12,30,sp46,Common Song,not present
84967243,20200702_210000.flac,Yat1,2020,7,2,21,0,sp46,Common Song,present
84967244,20200623_080000.flac,Yat1,2020,6,23,8,0,sp46,Common Song,not present
84967246,20200318_090000.flac,Yat1,2020,3,18,9,0,sp46,Common Song,not present
84967247,20200406_000000.flac,Yat1,2020,4,6,0,0,sp46,Common Song,present
84967248,20200827_120000.flac,Yat1,2020,8,27,12,0,sp46,Common Song,not present
84967249,20200720_030000.flac,Yat1,2020,7,20,3,0,sp46,Common Song,present
84967250,20201014_190000.flac,Yat1,2020,10,14,19,0,sp46,Common Song,present
84967252,20200801_220000.flac,Yat1,2020,8,1,22,0,sp46,Common Song,present
84967253,20200406_003000.flac,Yat1,2020,4,6,0,30,sp46,Common Song,present
84967254,20200720_033000.flac,Yat1,2020,7,20,3,30,sp46,Common Song,present
84967255,20200623_090000.flac,Yat1,2020,6,23,9,0,sp46,Common Song,not present
84967256,20201014_193000.flac,Yat1,2020,10,14,19,30,sp46,Common Song,present
84967257,20200702_220000.flac,Yat1,2020,7,2,22,0,sp46,Common Song,present
84967259,20200406_010000.flac,Yat1,2020,4,6,1,0,sp46,Common Song,present
84967260,20200623_093000.flac,Yat1,2020,6,23,9,30,sp46,Common Song,not present
84967261,20201014_200000.flac,Yat1,2020,10,14,20,0,sp46,Common Song,present
84967262,20200702_223000.flac,Yat1,2020,7,2,22,30,sp46,Common Song,present
84967264,20200801_230000.flac,Yat1,2020,8,1,23,0,sp46,Common Song,present
84967265,20200424_183000.flac,Yat1,2020,4,24,18,30,sp46,Common Song,present
84967266,20200808_060000.flac,Yat1,2020,8,8,6,0,sp46,Common Song,not present
84967267,20200406_013000.flac,Yat1,2020,4,6,1,30,sp46,Common Song,present
84967268,20200702_230000.flac,Yat1,2020,7,2,23,0,sp46,Common Song,present
84967270,20200406_020000.flac,Yat1,2020,4,6,2,0,sp46,Common Song,present
84967272,20200424_193000.flac,Yat1,2020,4,24,19,30,sp46,Common Song,present
84967273,20200406_023000.flac,Yat1,2020,4,6,2,30,sp46,Common Song,present
84967275,20200703_000000.flac,Yat1,2020,7,3,0,0,sp46,Common Song,present
84967276,20201014_213000.flac,Yat1,2020,10,14,21,30,sp46,Common Song,present
84967278,20200406_030000.flac,Yat1,2020,4,6,3,0,sp46,Common Song,present
84967279,20201014_220000.flac,Yat1,2020,10,14,22,0,sp46,Common Song,present
84967280,20200706_090000.flac,Yat1,2020,7,6,9,0,sp46,Common Song,not present
84967282,20200406_033000.flac,Yat1,2020,4,6,3,30,sp46,Common Song,present
84967283,20201014_223000.flac,Yat1,2020,10,14,22,30,sp46,Common Song,present
84967284,20200706_093000.flac,Yat1,2020,7,6,9,30,sp46,Common Song,not present
84967286,20200424_210000.flac,Yat1,2020,4,24,21,0,sp46,Common Song,present
84967287,20200406_040000.flac,Yat1,2020,4,6,4,0,sp46,Common Song,present
84967288,20200623_123000.flac,Yat1,2020,6,23,12,30,sp46,Common Song,not present
84967289,20201014_230000.flac,Yat1,2020,10,14,23,0,sp46,Common Song,present
84967290,20200703_020000.flac,Yat1,2020,7,3,2,0,sp46,Common Song,present
84967291,20200706_100000.flac,Yat1,2020,7,6,10,0,sp46,Common Song,not present
84967293,20200424_213000.flac,Yat1,2020,4,24,21,30,sp46,Common Song,present
84967295,20200706_103000.flac,Yat1,2020,7,6,10,30,sp46,Common Song,not present
84967296,20200424_220000.flac,Yat1,2020,4,24,22,0,sp46,Common Song,present
84967297,20200820_153000.flac,Yat1,2020,8,20,15,30,sp46,Common Song,not present
84967298,20201015_000000.flac,Yat1,2020,10,15,0,0,sp46,Common Song,present
84967300,20200305_190000.flac,Yat1,2020,3,5,19,0,sp46,Common Song,present
84967301,20200412_190000.flac,Yat1,2020,4,12,19,0,sp46,Common Song,present
84967302,20200703_030000.flac,Yat1,2020,7,3,3,0,sp46,Common Song,present
84967303,20200424_223000.flac,Yat1,2020,4,24,22,30,sp46,Common Song,present
84967304,20201015_003000.flac,Yat1,2020,10,15,0,30,sp46,Common Song,present
84967305,20200820_160000.flac,Yat1,2020,8,20,16,0,sp46,Common Song,not present
84967307,20200305_193000.flac,Yat1,2020,3,5,19,30,sp46,Common Song,present
84967308,20200814_093000.flac,Yat1,2020,8,14,9,30,sp46,Common Song,not present
84967309,20200720_090000.flac,Yat1,2020,7,20,9,0,sp46,Common Song,not present
84967310,20200424_230000.flac,Yat1,2020,4,24,23,0,sp46,Common Song,present
84967312,20200827_070000.flac,Yat1,2020,8,27,7,0,sp46,Common Song,not present
84967313,20200305_203000.flac,Yat1,2020,3,5,20,30,sp46,Common Song,present
84967314,20200424_233000.flac,Yat1,2020,4,24,23,30,sp46,Common Song,present
84967317,20200814_103000.flac,Yat1,2020,8,14,10,30,sp46,Common Song,not present
84967318,20200412_203000.flac,Yat1,2020,4,12,20,30,sp46,Common Song,present
84967320,20200325_090000.flac,Yat1,2020,3,25,9,0,sp46,Common Song,not present
84967321,20200425_000000.flac,Yat1,2020,4,25,0,0,sp46,Common Song,present
84967322,20200412_210000.flac,Yat1,2020,4,12,21,0,sp46,Common Song,present
84967323,20200626_200000.flac,Yat1,2020,6,26,20,0,sp46,Common Song,present
84967324,20200406_073000.flac,Yat1,2020,4,6,7,30,sp46,Common Song,not present
84967326,20201009_180000.flac,Yat1,2020,10,9,18,0,sp46,Common Song,present
84967327,20200814_113000.flac,Yat1,2020,8,14,11,30,sp46,Common Song,not present
84967328,20200703_053000.flac,Yat1,2020,7,3,5,30,sp46,Common Song,not present
84967330,20200425_010000.flac,Yat1,2020,4,25,1,0,sp46,Common Song,present
84967331,20200726_220000.flac,Yat1,2020,7,26,22,0,sp46,Common Song,present
84967332,20200305_223000.flac,Yat1,2020,3,5,22,30,sp46,Common Song,present
84967334,20200412_220000.flac,Yat1,2020,4,12,22,0,sp46,Common Song,present
84967335,20200626_210000.flac,Yat1,2020,6,26,21,0,sp46,Common Song,present
84967336,20200325_103000.flac,Yat1,2020,3,25,10,30,sp46,Common Song,not present
84967337,20201009_190000.flac,Yat1,2020,10,9,19,0,sp46,Common Song,present
84967338,20200802_063000.flac,Yat1,2020,8,2,6,30,sp46,Common Song,not present
84967339,20200412_223000.flac,Yat1,2020,4,12,22,30,sp46,Common Song,present
84967340,20200814_123000.flac,Yat1,2020,8,14,12,30,sp46,Common Song,not present
84967342,20200318_190000.flac,Yat1,2020,3,18,19,0,sp46,Common Song,present
84967343,20200626_213000.flac,Yat1,2020,6,26,21,30,sp46,Common Song,present
84967344,20200305_233000.flac,Yat1,2020,3,5,23,30,sp46,Common Song,present
84967345,20200425_020000.flac,Yat1,2020,4,25,2,0,sp46,Common Song,present
84967346,20201009_193000.flac,Yat1,2020,10,9,19,30,sp46,Common Song,present
84967347,20200412_230000.flac,Yat1,2020,4,12,23,0,sp46,Common Song,present
84967348,20200626_220000.flac,Yat1,2020,6,26,22,0,sp46,Common Song,present
84967349,20200306_000000.flac,Yat1,2020,3,6,0,0,sp46,Common Song,present
84967350,20200425_023000.flac,Yat1,2020,4,25,2,30,sp46,Common Song,present
84967351,20200802_073000.flac,Yat1,2020,8,2,7,30,sp46,Common Song,not present
84967353,20200626_223000.flac,Yat1,2020,6,26,22,30,sp46,Common Song,present
84967354,20200306_003000.flac,Yat1,2020,3,6,0,30,sp46,Common Song,present
84967355,20201009_203000.flac,Yat1,2020,10,9,20,30,sp46,Common Song,present
84967357,20200713_083000.flac,Yat1,2020,7,13,8,30,sp46,Common Song,not present
84967358,20200703_080000.flac,Yat1,2020,7,3,8,0,sp46,Common Song,not present
84967359,20200413_003000.flac,Yat1,2020,4,13,0,30,sp46,Common Song,present
84967360,20200820_210000.flac,Yat1,2020,8,20,21,0,sp46,Common Song,present
84967361,20200318_203000.flac,Yat1,2020,3,18,20,30,sp46,Common Song,present
84967362,20200626_230000.flac,Yat1,2020,6,26,23,0,sp46,Common Song,present
84967363,20200331_073000.flac,Yat1,2020,3,31,7,30,sp46,Common Song,not present
84967364,20201009_210000.flac,Yat1,2020,10,9,21,0,sp46,Common Song,present
84967365,20200727_003000.flac,Yat1,2020,7,27,0,30,sp46,Common Song,present
84967367,20200703_083000.flac,Yat1,2020,7,3,8,30,sp46,Common Song,not present
84967368,20200626_233000.flac,Yat1,2020,6,26,23,30,sp46,Common Song,present
84967369,20200318_210000.flac,Yat1,2020,3,18,21,0,sp46,Common Song,present
84967371,20201009_213000.flac,Yat1,2020,10,9,21,30,sp46,Common Song,present
84967372,20200713_093000.flac,Yat1,2020,7,13,9,30,sp46,Common Song,not present
84967373,20200306_020000.flac,Yat1,2020,3,6,2,0,sp46,Common Song,present
84967374,20200627_000000.flac,Yat1,2020,6,27,0,0,sp46,Common Song,present
84967375,20200703_090000.flac,Yat1,2020,7,3,9,0,sp46,Common Song,not present
84967376,20200617_213000.flac,Yat1,2020,6,17,21,30,sp46,Common Song,present
84967377,20200318_213000.flac,Yat1,2020,3,18,21,30,sp46,Common Song,present
84967379,20200331_083000.flac,Yat1,2020,3,31,8,30,sp46,Common Song,not present
